1,Numbers Sub,"10, 10t, 10th, onezero, onezeroth, ten, tenth, x","10, 10t, 10th, onezero, onezeroth, ten, tenth, x",This is a test,t
2,Numbers Sub,"11, 11th, eleven, eleventh, oneone, oneoneth, xi","11, 11th, eleven, eleventh, oneon, oneoneth, xi",,t
3,Numbers Sub,"12, 12th, onetwo, onetwoth, twelfth, twelve, twelveth, xii","12, 12th, onetwo, onetwoth, twelfth, twelv, twelveth, xii",,t
4,Numbers Sub,"13, 13th, onethree, onethreeth, thirteen, thirteenth, xiii","13, 13th, onethre, onethreeth, thirteen, thirteenth, xiii",,t
5,Numbers Sub,"14, 14th, fourteen, fourtenth, onefour, onefourth, xiv","14, 14th, fourteen, fourtenth, onefour, onefourth, xiv",,t
6,Numbers Sub,"15, 15th, fifteen, fiftenth, onefive, onefiveth, xv","15, 15th, fifteen, fiftenth, onef, onefiveth, xv",,t
7,Numbers Sub,"16, 16th, onesix, onesixth, sixteen, sixtenth, xvi","16, 16th, onesix, onesixth, sixteen, sixtenth, xvi",,t
8,Numbers Sub,"17, 17th, oneseven, oneseventh, seventeen, seventeenth, xvii","17, 17th, oneseven, oneseventh, seventeen, seventeenth, xvii",,t
9,Numbers Sub,"18, 18th, eighteen, eightenth, oneight, oneighth, xviii","18, 18th, eighteen, eightenth, oneight, oneighth, xviii",,t
10,Numbers Sub,"19, 19th, nineteen, ninetenth, onenine, onenineth, xix","19, 19th, nineteen, ninetenth, onenin, onenineth, xix",,t
11,Numbers Sub,"1st, first, onest","1st, first, onest",,t
12,Aboriginal Sub,"1stnation, 1stpeople, aboriginal, firstnation, firstpeople, indian, indigenous, metis, native","1stnation, 1stpeopl, aborigin, firstnat, firstpeopl, indian, indigen, meti, nativ",,t
13,Numbers Sub,"21, 21st, twentyfirst, twentyone, twone, twonest, xxi","21, 21st, twentyfirst, twentyon, twone, twonest, xxi",,t
14,Numbers Sub,"22, 22nd, twentysecond, twentytwo, twotwo, twotwond, xxii","22, 22nd, twentysecond, twentytwo, twotwo, twotwond, xxii",,t
15,Numbers Sub,"23, 23rd, twentythird, twentythree, twothree, twothreerd, xxiii","23, 23rd, twentythird, twentythre, twothre, twothreerd, xxiii",,t
16,Numbers Sub,"24, 24th, twentyfour, twentyfourth, twofour, twofourth, xxiv","24, 24th, twentyfour, twentyfourth, twofour, twofourth, xxiv",,t
17,Numbers Sub,"25, 25th, twentyfifth, twentyfive, twofive, twofiveth, xxv","25, 25th, twentyf, twentyfifth, twofiv, twofiveth, xxv",,t
18,Numbers Sub,"26, 26th, twentysix, twentysixth, twosix, twosixth, xxvi","26, 26th, twentysix, twentysixth, twosix, twosixth, xxvi",,t
19,Numbers Sub,"27, 27th, twentyseven, twentyseventh, twoseven, twoseventh, xxvii","27, 27th, twentyseven, twentyseventh, twoseven, twoseventh, xxvii",,t
20,Numbers Sub,"28, 28th, twentyeight, twentyeighth, twoeight, twoeighth, xxviii","28, 28th, twentyeight, twentyeighth, twoeight, twoeighth, xxviii",,t
21,Numbers Sub,"29, 29th, twentynine, twentyninth, twonine, twonineth, xxix","29, 29th, twentynin, twentyninth, twonin, twonineth, xxix",,t
22,Resale,"2ndhand, bargain, consign, consignment, newandused, secondhand, thrift, thriftstore, upcycle, used, vintage","2ndhand, bargain, consign, newandus, secondhand, thrift, thriftstor, upcycl, use, vintag",,t
23,Numbers Sub,"2nd, second","2nd, second",,t
24,Numbers Sub,"3, 3rd, iii, third, three, threerd","3, 3rd, iii, third, three, threerd",,t
25,Numbers Sub,"30, 30th, thirt, thirtieth, thirty, threezero, threezeroth, xxx","30, 30th, thirt, thirti, thirtieth, threezero, threezeroth, xxx",,t
26,Numbers Sub,"31, 31st, thirtyfirst, thirtyone, threeone, threeonest, xxxi","31, 31st, thirtyfirst, thirtyon, threeon, threeonest, xxxi",,t
27,Numbers Sub,"32, 32nd, thirtysecond, thirtytwo, threetwo, threetwond, xxxii","32, 32nd, thirtysecond, thirtytwo, threetwo, threetwond, xxxii",,t
28,Numbers Sub,"33, 33rd, thirtythird, thirtythree, threethree, threethreerd, xxxiii","33, 33rd, thirtythird, thirtythre, threethre, threethreerd, xxxiii",,t
29,Numbers Sub,"33, 33rd, thirtythird, thirtythree, threethree, xxxiii","33, 33rd, thirtythird, thirtythre, threethre, xxxiii",,t
30,Numbers Sub,"34, 34th, thirtyfour, thirtyfourth, threefour, threefourth, xxxiv","34, 34th, thirtyfour, thirtyfourth, threefour, threefourth, xxxiv",,t
31,Numbers Sub,"35, 35th, thirtyfifth, thirtyfive, threefive, threefiveth, xxxv","35, 35th, thirtyf, thirtyfifth, threefiv, threefiveth, xxxv",,t
32,Numbers Sub,"36, 36th, thirtysix, thirtysixth, threesix, threesixth, xxxvi","36, 36th, thirtysix, thirtysixth, threesix, threesixth, xxxvi",,t
33,Numbers Sub,"37, 37th, thirtyseven, thirtyseventh, threeseven, threeseventh, xxxvii","37, 37th, thirtyseven, thirtyseventh, threeseven, threeseventh, xxxvii",,t
34,Numbers Sub,"38, 38th, thirtyeight, thirtyeighth, threeeight, threeeighth, xxxviii","38, 38th, thirtyeight, thirtyeighth, threeeight, threeeighth, xxxviii",,t
35,Numbers Sub,"39, 39th, thirtynine, thirtyninth, threenine, threenineth, xxxix","39, 39th, thirtynin, thirtyninth, threenin, threenineth, xxxix",,t
36,Numbers Sub,"3rd, third","3rd, third",,t
37,Numbers Sub,"40, 40th, fortieth, forty, fourt, fourzero, fourzeroth, xl","40, 40th, forti, fortieth, fourt, fourzero, fourzeroth, xl",,t
38,Numbers Sub,"41, 41st, fortyfirst, fortyone, fourone, fouronest, xli","41, 41st, fortyfirst, fortyon, fouron, fouronest, xli",,t
39,Numbers Sub,"42, 42nd, fortysecond, fortytwo, fourtwo, fourtwond, xlii","42, 42nd, fortysecond, fortytwo, fourtwo, fourtwond, xlii",,t
